ParticipantId,TimeTaken,DocumentTitle,DocumentText,Query
P391,128,Cleaning How-Tos and Homemaking Tips | Housewife How-Tos,According to this Housewife the secret to keeping a clean house is doing these simple tasks daily: so messes and clutter never get out of control. Read more in this article!,tips to clean house
P065,49,Cleaning How-Tos and Homemaking Tips | Housewife How-Tos,According to this Housewife the secret to keeping a clean house is doing these simple tasks daily: so messes and clutter never get out of control. Read more in this article!,housewife cleaning tips
P119,41,Cleaning How-Tos and Homemaking Tips | Housewife How-Tos,According to this Housewife the secret to keeping a clean house is doing these simple tasks daily: so messes and clutter never get out of control. Read more in this article!,Tips for cleaning and homemaking
P305,88,Cleaning How-Tos and Homemaking Tips | Housewife How-Tos,According to this Housewife the secret to keeping a clean house is doing these simple tasks daily: so messes and clutter never get out of control. Read more in this article!,tips for housecleaning
P018,31,Cleaning How-Tos and Homemaking Tips | Housewife How-Tos,According to this Housewife the secret to keeping a clean house is doing these simple tasks daily: so messes and clutter never get out of control. Read more in this article!,housekeeping cleaning how-to tips
P225,52,Cleaning How-Tos and Homemaking Tips | Housewife How-Tos,According to this Housewife the secret to keeping a clean house is doing these simple tasks daily: so messes and clutter never get out of control. Read more in this article!,Home Hosekeeping Tips
P258,712,Weight lifting for everyone - how to get started,There are endless benefits to be gained from lifting weights. Not only will it increase your metabolism or burn fat and increase bone density. It can have a transformational effect on your self-esteem and let's you feel like a fitter person!,olympic-style weightlifting 2021
P320,25,Weight lifting for everyone - how to get started,There are endless benefits to be gained from lifting weights. Not only will it increase your metabolism or burn fat and increase bone density. It can have a transformational effect on your self-esteem and let's you feel like a fitter person!,Weight Lifting Benefits
P018,63,Weight lifting for everyone - how to get started,There are endless benefits to be gained from lifting weights. Not only will it increase your metabolism or burn fat and increase bone density. It can have a transformational effect on your self-esteem and let's you feel like a fitter person!,weightlifting tutorials how-to
P316,28,Weight lifting for everyone - how to get started,There are endless benefits to be gained from lifting weights. Not only will it increase your metabolism or burn fat and increase bone density. It can have a transformational effect on your self-esteem and let's you feel like a fitter person!,start weight lifting benefits
P119,40,Weight lifting for everyone - how to get started,There are endless benefits to be gained from lifting weights. Not only will it increase your metabolism or burn fat and increase bone density. It can have a transformational effect on your self-esteem and let's you feel like a fitter person!,Beginners advice for people taking up weight lifting.
P225,27,Weight lifting for everyone - how to get started,There are endless benefits to be gained from lifting weights. Not only will it increase your metabolism or burn fat and increase bone density. It can have a transformational effect on your self-esteem and let's you feel like a fitter person!,Weight lifting benefits
P065,60,Weight lifting for everyone - how to get started,There are endless benefits to be gained from lifting weights. Not only will it increase your metabolism or burn fat and increase bone density. It can have a transformational effect on your self-esteem and let's you feel like a fitter person!,beginner weight lifting
P391,97,Weight lifting for everyone - how to get started,There are endless benefits to be gained from lifting weights. Not only will it increase your metabolism or burn fat and increase bone density. It can have a transformational effect on your self-esteem and let's you feel like a fitter person!,how to start weightlifting
P338,46,Weight lifting for everyone - how to get started,There are endless benefits to be gained from lifting weights. Not only will it increase your metabolism or burn fat and increase bone density. It can have a transformational effect on your self-esteem and let's you feel like a fitter person!,beginner weight lifting
P305,75,Weight lifting for everyone - how to get started,There are endless benefits to be gained from lifting weights. Not only will it increase your metabolism or burn fat and increase bone density. It can have a transformational effect on your self-esteem and let's you feel like a fitter person!,weight lifting beginner
P062,55,Characteristics of Gifted Men — Gifted Talented & Creative,Men who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ males.,Search engine reult
P225,97,Characteristics of Gifted Men — Gifted Talented & Creative,Men who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ males.,IQ range gifted men
P320,37,Characteristics of Gifted Men — Gifted Talented & Creative,Men who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ males.,Gifted Men IQ
P391,99,Characteristics of Gifted Men — Gifted Talented & Creative,Men who score above IQ 145 are considered highly gifted. The range of 90 or more IQ points beyond includes the exceptionally gifted IQ 160+ and the profoundly gifted 180+ males.,high IQ range men
